KPI,Description
CUST_360_DOCUMENT_TYPE,Analyze the current distribution of document types across the subscriber base to ensure regulatory compliance in the Customer 360 profile.
CUST_360_DOCUMENT_TYPE,What is the current primary identification document type recorded for this subscriber in the billing and registration system?
CUST_360_DOCUMENT_TYPE,Show the latest document type used for customer identity verification as recorded in the Customer 360 profile.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_M3,Total finance-recognized roaming revenue for the third most recent month (M3) extracted from the Customer 360 subscriber profile database for billing.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_M3,Tracks the total monetary value earned from a subscriber's roaming usage during Month 3 for finance-based revenue assurance and campaign targeting.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_M3,Analytical metric calculating the total finance-validated revenue from international roaming services specifically for the M3 period within the telecom billing system.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_M3,Show the total finance-recognized revenue generated by customers while roaming on foreign networks during the third month (M3) ago for analysis.
CUST_360_TOTAL_ROAMING_REV_FINANCE_REV_M3,What was the total finance-recognized roaming revenue for this customer in Month 3 (M3) according to the internal CRM subscriber profile?
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_M3,Total finance-recognized revenue for national SMS usage recorded in the Customer 360 profile for the M3 period two months ago.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_M3,Monitor finance-recognized national SMS revenue from Month 3 to evaluate long-term subscriber value within the billing and revenue assurance systems.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_M3,Analyze the finance-validated national SMS revenue from Month 3 to segment subscribers based on historical usage patterns in the CRM database.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_M3,Show me the total national SMS finance revenue for this subscriber from two months ago in the CUST_360 internal profile.
CUST_360_SMS_REVENUE_NATIONAL_FINANCE_REV_M3,What was the customer's finance-recognized national SMS revenue during the M3 window according to their 360-degree subscriber profile?
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_30D_60D,This Customer 360 field stores finance-recognized IDD SMS revenue generated during the period between 30 days and 60 days ago.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_30D_60D,Use billing data to target subscribers with high finance-recognized IDD SMS revenue from the 30D to 60D historical window.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_30D_60D,Evaluate revenue assurance by measuring finance-validated IDD SMS income for the 30D to 60D timeframe within the subscriber profile.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_30D_60D,Search for the total finance-recognized IDD SMS revenue recorded in CUST_360 for the period between 30 and 60 days ago.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_30D_60D,Finance IDD SMS revenue for the 30D to 60D period found in the Customer 360 analytics table.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_M1,"This Customer 360 field captures finance-recognized revenue from IDD SMS messages for the M1 period, sourced from billing system records."
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_M1,Target premium users by evaluating finance-recognized IDD SMS revenue from the subscriber profile during the previous month (M1).
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_M1,Segment the user base using finance-recognized revenue from IDD SMS usage in Month 1 (M1) to track international messaging trends in the network.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_M1,Retrieve the total finance-recognized revenue for international SMS messages recorded in the Customer 360 table for the M1 timeframe.
CUST_360_SMS_REVENUE_IDD_FINANCE_REV_M1,How much finance-recognized IDD SMS revenue did this subscriber generate during the most recent month (M1) in the CRM?
CUST_360_SUBSCR_NO,The current unique subscriber number stored in the Customer 360 table to identify specific telecom service records in the BSS.
CUST_360_SUBSCR_NO,"This identifier represents the active subscriber number within the Customer 360 profile, essential for managing customer accounts and telecom service plans."
CUST_360_SUBSCR_NO,Use this unique subscriber number from the latest Customer 360 snapshot to aggregate usage metrics and perform billing data reconciliation.
CUST_360_SUBSCR_NO,Retrieve the unique subscriber ID or SUBSCR_NO from the current Customer 360 database for targeted telecom campaign segmentation.
CUST_360_SUBSCR_NO,What is the current subscriber number for this user in the Customer 360 profile for billing and support?
CUST_360_MOST_USED_NIGHT_SITE_TECHNOLOGY_90D,This Customer 360 field identifies the primary network technology at the site with the highest nighttime usage over the last 90 days.
CUST_360_MOST_USED_NIGHT_SITE_TECHNOLOGY_90D,Target users for network upgrades by identifying their most used nighttime technology at their primary site over the past 3 months.
CUST_360_MOST_USED_NIGHT_SITE_TECHNOLOGY_90D,An analytical metric from the subscriber profile showing the most used network technology at the primary night site over a 90-day window.
CUST_360_MOST_USED_NIGHT_SITE_TECHNOLOGY_90D,Find the specific network technology associated with a customer's most used night site within the billing system's last 90 days data.
CUST_360_MOST_USED_NIGHT_SITE_TECHNOLOGY_90D,What was the most used technology at the customer's top nighttime site during the previous 90 days of network activity?
CUST_360_IDD_PAYG_VOICE_REV_LMTD,This Customer 360 attribute captures the total IDD PAYG voice revenue generated during the last month-to-date period from billing data.
CUST_360_IDD_PAYG_VOICE_REV_LMTD,Target subscribers for international bundles by reviewing their out-of-bundle IDD voice revenue for the LMTD window in the profile.
CUST_360_IDD_PAYG_VOICE_REV_LMTD,Evaluate international calling profitability by monitoring the IDD PAYG voice revenue metric for the last month-to-date period in usage records.
CUST_360_IDD_PAYG_VOICE_REV_LMTD,Which customers had the highest international pay-as-you-go voice revenue during the LMTD period in the Customer 360 database?
CUST_360_IDD_PAYG_VOICE_REV_LMTD,What is the total IDD PAYG voice revenue for the last month-to-date period for this specific subscriber profile?
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_W5,Total finance-recognized IDD revenue for the fifth most recent week (W5) stored in the Customer 360 subscriber profile.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_W5,Analyze international calling spend from five weeks ago (W5) to evaluate IDD revenue trends within the telecom billing system.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_W5,Aggregate finance-validated IDD revenue from the fifth previous week (W5) used for customer segmentation in the CRM database.
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_W5,What was the total finance-recognized international direct dialing revenue for this subscriber during the fifth week (W5) back?
CUST_360_TOTAL_REVENUE_IDD_FINANCE_REV_W5,Show me the total IDD finance revenue from week 5 (W5) for this customer in the 360 profile.
CUST_360_SUBSCRIBER_DOB,This Customer 360 field stores the subscriber date of birth (DOB) as a date record for identity verification within the CRM system.
CUST_360_SUBSCRIBER_DOB,Use the subscriber DOB from the Customer 360 profile to verify age for regulatory compliance and targeted telecom marketing campaigns.
CUST_360_SUBSCRIBER_DOB,Analyze the subscriber date of birth (DOB) in the Customer 360 database to perform demographic segmentation and age-based usage analysis.
CUST_360_SUBSCRIBER_DOB,Show me the subscriber date of birth (DOB) from the Customer 360 table to identify the age of each account holder.
CUST_360_SUBSCRIBER_DOB,What is the subscriber DOB recorded in the Customer 360 profile for this specific telecom account?
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_30D_60D,Total finance-recognized voice revenue from on-net calls recorded in the Customer 360 profile for the period between 30 and 60 days ago.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_30D_60D,Identify high-value subscribers by analyzing on-net voice revenue from the billing system for the historical window between 30 and 60 days ago.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_30D_60D,A Customer 360 metric measuring finance-recognized revenue from on-net voice usage during the specific period between 30 days and 60 days ago.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_30D_60D,What is the total finance-recognized on-net voice revenue for this subscriber in the historical 30D to 60D window from the BSS?
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_30D_60D,How much on-net voice revenue was recognized by finance for this customer profile between 30 and 60 days ago?
CUST_360_IDD_SRI_LANKA_CALLING_FLAG_90D,A binary flag in the Customer 360 profile indicating if a subscriber made IDD calls to Sri Lanka within the last 90 days.
CUST_360_IDD_SRI_LANKA_CALLING_FLAG_90D,Use this flag to identify subscribers for targeted international calling campaigns based on IDD activity to Sri Lanka over the past 3 months.
CUST_360_IDD_SRI_LANKA_CALLING_FLAG_90D,This Customer 360 indicator segments users who have initiated at least one IDD call to Sri Lanka during the previous 90-day window.
CUST_360_IDD_SRI_LANKA_CALLING_FLAG_90D,Show me all mobile subscribers with a positive IDD calling flag for Sri Lanka destinations in the last 90 days.
CUST_360_IDD_SRI_LANKA_CALLING_FLAG_90D,Which customers in our billing system have an active Sri Lanka IDD calling flag for the last 90 days?
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_90D_MAX,This Customer 360 field identifies the maximum finance-recognized revenue from on-net voice calls recorded in the billing system over the last 90 days.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_90D_MAX,Target high-value subscribers based on their highest finance-reported on-net voice revenue within the past 3 months for telecom marketing campaigns.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_90D_MAX,Analyzes the peak finance revenue generated from on-net voice usage per subscriber profile during the previous 90-day window for revenue assurance.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_90D_MAX,Show me the maximum amount of finance-validated on-net voice revenue for each customer in the CRM over the past quarter.
CUST_360_VOICE_REVENUE_ONNET_FINANCE_REV_90D_MAX,What is the highest finance-billed on-net voice revenue recorded in the billing profile for this subscriber over the last 90 days?
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_90D,This Customer 360 field aggregates total local data revenue from billing records for each subscriber over the last 90 days.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_90D,Target high-spending users for data-centric campaigns based on their total local data revenue generated during the past 3 months.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_90D,An analytical financial KPI in the subscriber profile measuring the total monetary value of local data consumption over a 90-day period.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_90D,Search for the total revenue from local internet bundles and data packs recorded in the BSS for the last 90 days.
CUST_360_DATA_REVENUE_LOCAL_FINANCE_REV_90D,What is the total local data revenue for this customer in the Customer 360 profile for the last 90 days?
